departure_airport_name,departure_airport,departure_time,departure_longitude,departure_latitude,arrival_airport,arrival_time,arrival_longitude,arrival_latitude
Sugar Land Rgnl (KSGR),KSGR,14.221388888888889,-95.65650177001999,29.622299194335998,0TX1,15.888055555555555,-97.67639923095705,32.35400009155273
Lubbock Smith Intl (KLBB),KLBB,15.488055555555555,-101.822998,33.663601,0TX1,16.854722222222225,-97.67639923095705,32.35400009155273
