departure_airport_name,departure_airport,departure_time,departure_longitude,departure_latitude,arrival_airport,arrival_time,arrival_longitude,arrival_latitude
Uw Hospital & Clinics (WS27),WS27,10.571388888888889,-89.43289947509766,43.07580184936523,2WS4,11.354722222222222,-88.9763806,42.669869399999996
