departure_airport_name,departure_airport,departure_time,departure_longitude,departure_latitude,arrival_airport,arrival_time,arrival_longitude,arrival_latitude
San Marcos Rgnl (KHYI),KHYI,9.721388888888889,-97.862999,29.8927,16TA,10.788055555555555,-103.78299713134766,30.919700622558594
