departure_airport_name,departure_airport,departure_time,departure_longitude,departure_latitude,arrival_airport,arrival_time,arrival_longitude,arrival_latitude
Capital City (KCXY),KCXY,17.988055555555558,-76.85150146480001,40.2170982361,27MD,18.52138888888889,-75.89502900000001,39.098332
Farmville Rgnl (KFVX),KFVX,18.988055555555558,-78.43779755,37.35749817,27MD,19.938055555555557,-75.89502900000001,39.098332
