departure_airport_name,departure_airport,departure_time,departure_longitude,departure_latitude,arrival_airport,arrival_time,arrival_longitude,arrival_latitude
Orlando Executive (KORL),KORL,17.804722222222225,-81.332901,28.5455,07FA,18.87138888888889,-80.274803161621,25.325399398804002
Henry Tift Myers (KTMA),KTMA,16.07138888888889,-83.4885025024,31.429000854499996,07FA,17.504722222222224,-80.274803161621,25.325399398804002
Oakland County Intl (KPTK),KPTK,13.654722222222222,-83.420097351074,42.665500640869006,07FA,16.78805555555556,-80.274803161621,25.325399398804002
Olive Branch (KOLV),KOLV,13.604722222222222,-89.78690338130001,34.9786987305,07FA,16.53805555555556,-80.274803161621,25.325399398804002
Cincinnati Muni (KLUK),KLUK,13.454722222222221,-84.41860199,39.10329819,07FA,16.088055555555556,-80.274803161621,25.325399398804002
Clearwater Intl (KPIE),KPIE,14.804722222222223,-82.68740082,27.91020012,07FA,15.688055555555556,-80.274803161621,25.325399398804002
The Florida Keys Marathon Intl (KMTH),KMTH,15.004722222222222,-81.051399,24.726101,07FA,15.321388888888889,-80.274803161621,25.325399398804002
Monroe County Aeroplex (KMVC),KMVC,11.471388888888889,-87.350996,31.458000000000002,07FA,14.654722222222222,-80.274803161621,25.325399398804002
Raleigh-Durham Intl (KRDU),KRDU,10.37138888888889,-78.7874984741211,35.877601623535156,07FA,13.02138888888889,-80.274803161621,25.325399398804002
Louisville Muhammad Ali Intl (KSDF),KSDF,10.304722222222223,-85.736,38.1744,07FA,12.754722222222222,-80.274803161621,25.325399398804002
North Palm Beach County General Aviation (F45),KF45,11.671388888888888,-80.22129822,26.84440041,07FA,12.238055555555555,-80.274803161621,25.325399398804002
Tuscaloosa National Airport (KTCL),KTCL,9.338055555555556,-87.611396789551,33.220600128174,07FA,12.038055555555555,-80.274803161621,25.325399398804002
Westchester County (KHPN),KHPN,8.854722222222222,-73.70760345458984,41.06700134277344,07FA,11.754722222222222,-80.274803161621,25.325399398804002
Cincinnati Muni (KLUK),KLUK,8.571388888888889,-84.41860199,39.10329819,07FA,11.138055555555555,-80.274803161621,25.325399398804002
Teterboro (KTEB),KTEB,16.738055555555558,-74.060798645,40.85010147089999,07FA,19.604722222222225,-80.274803161621,25.325399398804002
Fort Lauderdale Intl (KFLL),KFLL,16.87138888888889,-80.152702,26.072599,07FA,17.22138888888889,-80.274803161621,25.325399398804002
Lovell Field (KCHA),KCHA,14.588055555555556,-85.20379638671875,35.03530120849609,07FA,17.004722222222224,-80.274803161621,25.325399398804002
Westchester County (KHPN),KHPN,12.654722222222222,-73.70760345458984,41.06700134277344,07FA,15.738055555555555,-80.274803161621,25.325399398804002
Kinston Rgnl (KISO),KISO,13.87138888888889,-77.60880279540002,35.331401825,07FA,15.62138888888889,-80.274803161621,25.325399398804002
Palm Beach Intl (KPBI),KPBI,15.088055555555556,-80.09559631347656,26.68320083618164,07FA,15.588055555555556,-80.274803161621,25.325399398804002
Barnstable Muni (KHYA),KHYA,11.588055555555556,-70.28040314,41.66930008,07FA,15.004722222222222,-80.274803161621,25.325399398804002
Kalamazoo/Battle Creek Intl (KAZO),KAZO,12.188055555555556,-85.5521011352539,42.234901428222656,07FA,14.62138888888889,-80.274803161621,25.325399398804002
Fort Lauderdale Intl (KFLL),KFLL,13.971388888888889,-80.152702,26.072599,07FA,14.204722222222221,-80.274803161621,25.325399398804002
Cincinnati Muni (KLUK),KLUK,9.438055555555556,-84.41860199,39.10329819,07FA,12.188055555555556,-80.274803161621,25.325399398804002
Savannah/Hilton Head Intl (KSAV),KSAV,10.471388888888889,-81.20210266,32.12760162,07FA,11.938055555555556,-80.274803161621,25.325399398804002
East Hampton (KHTO),KHTO,8.27138888888889,-72.25180054,40.95959854,07FA,11.438055555555556,-80.274803161621,25.325399398804002
Marco Island Executive (KMKY),KMKY,8.27138888888889,-81.672501,25.995001000000002,07FA,8.721388888888889,-80.274803161621,25.325399398804002
Pompano Beach Airpark (KPMP),KPMP,7.271388888888889,-80.11109924316399,26.247100830078,07FA,7.721388888888889,-80.274803161621,25.325399398804002
Laurence G Hanscom Fld (KBED),KBED,13.254722222222222,-71.28900146,42.47000122,07FA,16.404722222222222,-80.274803161621,25.325399398804002
Dekalb-Peachtree (KPDK),KPDK,13.038055555555555,-84.3020019531,33.8755989075,07FA,14.704722222222221,-80.274803161621,25.325399398804002
Cincinnati Muni (KLUK),KLUK,12.404722222222222,-84.41860199,39.10329819,07FA,14.571388888888889,-80.274803161621,25.325399398804002
Palm Beach Intl (KPBI),KPBI,8.288055555555555,-80.09559631347656,26.68320083618164,07FA,8.704722222222221,-80.274803161621,25.325399398804002
Key West Intl (KEYW),KEYW,20.17138888888889,-81.75959777832031,24.556100845336914,07FA,20.67138888888889,-80.274803161621,25.325399398804002
Orlando Executive (KORL),KORL,15.888055555555555,-81.332901,28.5455,07FA,16.838055555555556,-80.274803161621,25.325399398804002
LaGuardia (KLGA),KLGA,13.921388888888888,-73.87259674,40.77719879,07FA,16.47138888888889,-80.274803161621,25.325399398804002
Charleston Intl/AFB (KCHS),KCHS,10.27138888888889,-80.04049683,32.89860153,07FA,12.254722222222222,-80.274803161621,25.325399398804002
Albuquerque Intl Sunport (KABQ),KABQ,13.52138888888889,-106.609001,35.040199,07FA,18.688055555555557,-80.274803161621,25.325399398804002
Richmond Intl (KRIC),KRIC,14.071388888888889,-77.3197021484375,37.50519943237305,07FA,16.47138888888889,-80.274803161621,25.325399398804002
Spirit of St Louis (KSUS),KSUS,10.254722222222222,-90.652000427246,38.662101745605,07FA,13.688055555555556,-80.274803161621,25.325399398804002
Palm Beach Intl (KPBI),KPBI,12.471388888888889,-80.09559631347656,26.68320083618164,07FA,12.988055555555555,-80.274803161621,25.325399398804002
Crystal River-Captain Tom Davis Fld (KCGC),KCGC,10.971388888888889,-82.57129669189453,28.867300033569336,07FA,11.87138888888889,-80.274803161621,25.325399398804002
Cecil (KVQQ),KVQQ,10.721388888888889,-81.876701355,30.2187004089,07FA,11.738055555555555,-80.274803161621,25.325399398804002
Miami Intl (KMIA),KMIA,7.9880555555555555,-80.29060363769531,25.79319953918457,07FA,8.254722222222222,-80.274803161621,25.325399398804002
Olive Branch (KOLV),KOLV,13.504722222222222,-89.78690338130001,34.9786987305,07FA,16.42138888888889,-80.274803161621,25.325399398804002
Palm Springs Intl (KPSP),KPSP,6.188055555555556,-116.50700378417969,33.829700469970696,07FA,14.038055555555555,-80.274803161621,25.325399398804002
Boca Raton (KBCT),KBCT,13.421388888888888,-80.1076965332,26.3784999847,07FA,13.804722222222223,-80.274803161621,25.325399398804002
Cape Fear Rgnl Jetport/Howie Franklin Fld (KSUT),KSUT,11.588055555555556,-78.07499695,33.9292984,07FA,13.321388888888889,-80.274803161621,25.325399398804002
Miami Executive (KTMB),KTMB,11.87138888888889,-80.4328,25.6479,07FA,12.071388888888889,-80.274803161621,25.325399398804002
Palm Beach County Park (KLNA),KLNA,8.104722222222222,-80.08509827,26.59300041,07FA,8.604722222222222,-80.274803161621,25.325399398804002
