departure_airport_name,departure_airport,departure_time,departure_longitude,departure_latitude,arrival_airport,arrival_time,arrival_longitude,arrival_latitude
Valkaria (X59),KX59,13.504722222222222,-80.55979919,27.96199989,06FD,14.354722222222222,-81.88500213623047,28.641700744628906
