departure_airport_name,departure_airport,departure_time,departure_longitude,departure_latitude,arrival_airport,arrival_time,arrival_longitude,arrival_latitude
Ocala Intl (KOCF),KOCF,17.254722222222224,-82.22419739,29.17259979,1GA0,18.204722222222223,-81.3290023803711,31.63940048217773
Columbus County Muni (KCPC),KCPC,11.504722222222222,-78.71499634,34.27289963,1GA0,12.721388888888889,-81.3290023803711,31.63940048217773
