departure_airport_name,departure_airport,departure_time,departure_longitude,departure_latitude,arrival_airport,arrival_time,arrival_longitude,arrival_latitude
Nome (OME / PAOM),PAOM,9.171388888888888,-165.44500732421875,64.51219940185547,0AK,9.954722222222221,-162.899994,61.934601
