departure_airport_name,departure_airport,departure_time,departure_longitude,departure_latitude,arrival_airport,arrival_time,arrival_longitude,arrival_latitude
Bob Hope (KBUR),KBUR,8.088055555555556,-118.35900115966795,34.200698852539055,24CL,8.588055555555556,-119.54139199999999,36.088444
Bob Hope (KBUR),KBUR,10.12138888888889,-118.35900115966795,34.200698852539055,24CL,10.638055555555555,-119.54139199999999,36.088444
