origin,longitude,latitude,departure,arrival
Central Wisconsin (KCWA),-89.6668014526,44.7775993347,8.35,9.166666666666666
John Glenn Columbus Intl Airport (KCMH),-82.891899,39.998001,9.316666666666666,9.15
Newark Liberty Intl (KEWR),-74.168701171875,40.69250106811523,8.35,9.133333333333333
Orlando Intl (KMCO),-81.30899810791016,28.429399490356445,7.9,9.1
Washington Dulles Intl (KIAD),-77.45580292,38.94449997,8.616666666666667,9.1
Detroit Metro Wayne Co (KDTW),-83.35340118408203,42.212398529052734,9.333333333333334,9.1
Boston Logan Intl (KBOS),-71.00520325,42.36429977,7.8,9.083333333333334
Pittsburgh Intl (KPIT),-80.23290253,40.49150085,8.983333333333333,9.066666666666666
St Louis Lambert Intl (KSTL),-90.370003,38.748697,8.216666666666667,9.05
Cincinnati/Northern Kentucky International Airport (KCVG),-84.6678009033,39.0488014221,9.283333333333333,9.05
Cleveland-Hopkins Intl (KCLE),-81.8498001099,41.411701202399996,9.116666666666667,9.016666666666667
Cincinnati/Northern Kentucky International Airport (KCVG),-84.6678009033,39.0488014221,9.216666666666667,9.0
Anchorage Intl (PANC),-149.99600219726562,61.174400329589844,1.0166666666666666,8.983333333333333
Norfolk Intl (KORF),-76.20120239257812,36.89459991455078,8.166666666666666,8.966666666666667
Fort Lauderdale Intl (KFLL),-80.152702,26.072599,7.4,8.95
St Louis Lambert Intl (KSTL),-90.370003,38.748697,8.066666666666666,8.933333333333334
Cincinnati/Northern Kentucky International Airport (KCVG),-84.6678009033,39.0488014221,9.133333333333333,8.916666666666666
Springfield (KSGF),-93.38860321,37.24570084,7.716666666666667,8.9
Greenville/Spartanburg Intl (KGSP),-82.2189025879,34.895698547399995,8.45,8.9
Birmingham-Shuttlesworth Intl (KBHM),-86.75350189,33.56290054,7.216666666666667,8.866666666666667
Blue Grass (KLEX),-84.60590362548828,38.0364990234375,8.883333333333333,8.866666666666667
Greater Rochester Intl (KROC),-77.67240142822266,43.118900299072266,8.533333333333333,8.866666666666667
Scranton Intl (KAVP),-75.72339630130001,41.338500976599995,7.9,8.85
Detroit Metro Wayne Co (KDTW),-83.35340118408203,42.212398529052734,9.133333333333333,8.833333333333334
Clinton National (KLIT),-92.22429656979999,34.729400634799994,7.45,8.833333333333334
Raleigh-Durham Intl (KRDU),-78.7874984741211,35.877601623535156,8.166666666666666,8.833333333333334
Dallas-Fort Worth Intl (KDFW),-97.038002,32.896801,6.916666666666667,8.816666666666666
McGhee Tyson (KTYS),-83.99400329999999,35.81100082,8.5,8.816666666666666
Teterboro (KTEB),-74.060798645,40.85010147089999,7.933333333333334,8.8
Charlottesville-Albemarle (KCHO),-78.4529037475586,38.13859939575195,8.283333333333333,8.783333333333333
Dallas-Fort Worth Intl (KDFW),-97.038002,32.896801,6.883333333333333,8.783333333333333
Memphis Intl (KMEM),-89.97669982910156,35.04240036010742,7.316666666666666,8.766666666666667
Sawyer Intl (KSAW),-87.39540100100001,46.3535995483,8.783333333333333,8.766666666666667
Lovell Field (KCHA),-85.20379638671875,35.03530120849609,8.383333333333333,8.766666666666667
Akron-Canton Rgnl (KCAK),-81.44219970703125,40.916099548339844,8.666666666666666,8.75
Milwaukee Mitchell Intl Airport (KMKE),-87.89659881591797,42.94720077514648,8.3,8.75
Quincy Rgnl-Baldwin Field (KUIN),-91.19460297,39.94269943,7.283333333333333,8.733333333333333
Piedmont Triad Intl (KGSO),-79.93730163574219,36.097801208496094,8.233333333333333,8.716666666666667
General Downing - Peoria Intl (KPIA),-89.6932983398,40.664199829100006,8.083333333333334,8.7
Baltimore/Washington Intl (KBWI),-76.668297,39.1754,7.966666666666667,8.7
Austin-Bergstrom Intl (KAUS),-97.6698989868164,30.194499969482425,6.483333333333333,8.683333333333334
Harrisburg Intl (KMDT),-76.7633972168,40.1935005188,8.15,8.666666666666666
LaGuardia (KLGA),-73.87259674,40.77719879,7.783333333333333,8.666666666666666
Birmingham-Shuttlesworth Intl (KBHM),-86.75350189,33.56290054,6.883333333333333,8.65
Hartsfield-Jackson Intl (KATL),-84.428101,33.6367,8.183333333333334,8.65
Miami Intl (KMIA),-80.29060363769531,25.79319953918457,6.983333333333333,8.633333333333333
Syracuse Hancock Intl (KSYR),-76.1063003540039,43.11119842529297,8.116666666666667,8.633333333333333
Philadelphia Intl (KPHL),-75.24109649658203,39.87189865112305,7.833333333333333,8.6
Albany Intl (KALB),-73.80169677734375,42.74829864501953,7.666666666666667,8.6
Orlando Intl (KMCO),-81.30899810791016,28.429399490356445,7.416666666666667,8.583333333333334
Minneapolis/St Paul Intl (KMSP),-93.221802,44.882,7.583333333333333,8.566666666666666
Columbia Metropolitan (KCAE),-81.11949920654297,33.93880081176758,7.8,8.566666666666666
Lehigh Valley Intl (KABE),-75.44080352783203,40.652099609375,7.866666666666667,8.566666666666666
Milwaukee Mitchell Intl Airport (KMKE),-87.89659881591797,42.94720077514648,8.116666666666667,8.55
Southwest Florida Intl (KRSW),-81.75520324707031,26.53619956970215,7.083333333333333,8.533333333333333
Cleveland-Hopkins Intl (KCLE),-81.8498001099,41.411701202399996,8.6,8.533333333333333
Fort Wayne Intl (KFWA),-85.19509888,40.97850037,8.95,8.516666666666667
Newark Liberty Intl (KEWR),-74.168701171875,40.69250106811523,7.783333333333333,8.516666666666667
Cape Girardeau Rgnl (KCGI),-89.57080078125,37.22529983520508,7.383333333333334,8.516666666666667
Norfolk Intl (KORF),-76.20120239257812,36.89459991455078,7.716666666666667,8.5
Bradley Intl (KBDL),-72.68319702149999,41.9388999939,7.433333333333334,8.483333333333333
Buffalo Niagara Intl (KBUF),-78.73220062,42.94049835,8.15,8.483333333333333
Tampa Intl (KTPA),-82.533203125,27.975500106811523,7.133333333333334,8.483333333333333
Reagan National (KDCA),-77.037697,38.8521,7.733333333333333,8.466666666666667
Piedmont Triad Intl (KGSO),-79.93730163574219,36.097801208496094,7.883333333333333,8.45
Newark Liberty Intl (KEWR),-74.168701171875,40.69250106811523,7.5,8.433333333333334
Decatur (KDEC),-88.8656997680664,39.83459854125977,7.183333333333334,8.433333333333334
Boston Logan Intl (KBOS),-71.00520325,42.36429977,7.116666666666666,8.416666666666666
Indianapolis Intl (KIND),-86.294403,39.7173,8.783333333333333,8.4
Hartsfield-Jackson Intl (KATL),-84.428101,33.6367,7.916666666666667,8.383333333333333
Westchester County (KHPN),-73.70760345458984,41.06700134277344,7.433333333333334,8.366666666666667
New Orleans Intl (KMSY),-90.25800323486328,29.99340057373047,6.366666666666666,8.366666666666667
Orlando Intl (KMCO),-81.30899810791016,28.429399490356445,7.083333333333333,8.35
Nashville Intl (KBNA),-86.6781997680664,36.1245002746582,7.083333333333333,8.333333333333334
LaGuardia (KLGA),-73.87259674,40.77719879,7.466666666666667,8.333333333333334
T. F. Green International (KPVD),-71.42040300000001,41.732601,7.083333333333333,8.316666666666666
Hartsfield-Jackson Intl (KATL),-84.428101,33.6367,7.8,8.3
Milwaukee Mitchell Intl Airport (KMKE),-87.89659881591797,42.94720077514648,7.816666666666666,8.283333333333333
Charleston Intl/AFB (KCHS),-80.04049683,32.89860153,7.5,8.283333333333333
Joe Foss Field (KFSD),-96.741897583,43.5820007324,7.0,8.266666666666667
Incheon Int'l (ICN / RKSI),126.45099639892578,37.46910095214844,11.016666666666667,8.266666666666667
Boston Logan Intl (KBOS),-71.00520325,42.36429977,6.783333333333333,8.25
Richmond Intl (KRIC),-77.3197021484375,37.50519943237305,7.633333333333333,8.25
Appleton Intl (KATW),-88.51909637450001,44.258098602299995,7.55,8.233333333333333
Greenville/Spartanburg Intl (KGSP),-82.2189025879,34.895698547399995,7.716666666666667,8.233333333333333
Kansas City Intl (KMCI),-94.713898,39.2976,7.116666666666666,8.216666666666667
Raleigh-Durham Intl (KRDU),-78.7874984741211,35.877601623535156,7.633333333333333,8.2
Westchester County (KHPN),-73.70760345458984,41.06700134277344,7.283333333333333,8.183333333333334
Montreal-Trudeau (CYUL),-73.7407989502,45.4706001282,7.15,8.166666666666666
Dallas-Fort Worth Intl (KDFW),-97.038002,32.896801,6.266666666666667,8.15
Anchorage Intl (PANC),-149.99600219726562,61.174400329589844,23.983333333333334,8.116666666666667
LaGuardia (KLGA),-73.87259674,40.77719879,7.233333333333333,8.116666666666667
Bradley Intl (KBDL),-72.68319702149999,41.9388999939,7.05,8.116666666666667
Northwest Arkansas Rgnl (KXNA),-94.30680100000001,36.281898,6.7,8.1
Richmond Intl (KRIC),-77.3197021484375,37.50519943237305,7.533333333333333,8.083333333333334
Minneapolis/St Paul Intl (KMSP),-93.221802,44.882,7.05,8.066666666666666
South Bend Intl (KSBN),-86.31729888916016,41.70869827270508,8.416666666666666,8.05
Northwest Arkansas Rgnl (KXNA),-94.30680100000001,36.281898,6.65,8.05
Jacksonville Intl (KJAX),-81.68789672851562,30.49410057067871,7.133333333333334,8.016666666666667
St Louis Lambert Intl (KSTL),-90.370003,38.748697,7.133333333333334,8.016666666666667
St Louis Lambert Intl (KSTL),-90.370003,38.748697,7.066666666666666,7.983333333333333
Eppley Airfield (KOMA),-95.89409599999999,41.3032,6.75,7.966666666666667
Philadelphia Intl (KPHL),-75.24109649658203,39.87189865112305,7.166666666666667,7.95
Albany Intl (KALB),-73.80169677734375,42.74829864501953,7.066666666666666,7.95
Joplin Rgnl (KJLN),-94.49829864501952,37.151798248291016,6.616666666666667,7.933333333333334
Scranton Intl (KAVP),-75.72339630130001,41.338500976599995,7.266666666666667,7.916666666666667
Evansville Rgnl (KEVV),-87.53240203860001,38.0369987488,6.966666666666667,7.916666666666667
Duluth Intl (KDLH),-92.19360351559999,46.8420982361,6.7,7.883333333333333
Barkley Rgnl (KPAH),-88.7738037109375,37.06079864501953,6.65,7.883333333333333
Jacksonville Intl (KJAX),-81.68789672851562,30.49410057067871,6.95,7.866666666666667
Lincoln (KLNK),-96.75920104980469,40.85100173950195,6.516666666666667,7.85
Tulsa Intl (KTUL),-95.88809967041016,36.19839859008789,6.383333333333334,7.85
Narita Int'l (NRT / RJAA),140.386001587,35.764701843299996,11.783333333333333,7.8
Quad City Intl (KMLI),-90.50749969482422,41.44850158691406,7.133333333333334,7.783333333333333
St Louis Lambert Intl (KSTL),-90.370003,38.748697,6.883333333333333,7.783333333333333
James M Cox Dayton Intl (KDAY),-84.21939849853516,39.90240097045898,8.033333333333333,7.75
Southeast Iowa Rgnl (KBRL),-91.12550354003906,40.783199310302734,6.316666666666666,7.733333333333333
Dane Co Rgnl (KMSN),-89.3375015258789,43.13990020751953,7.166666666666667,7.716666666666667
LaGuardia (KLGA),-73.87259674,40.77719879,6.866666666666667,7.7
Raleigh-Durham Intl (KRDU),-78.7874984741211,35.877601623535156,7.1,7.683333333333334
Boston Logan Intl (KBOS),-71.00520325,42.36429977,6.333333333333333,7.683333333333334
Joe Foss Field (KFSD),-96.741897583,43.5820007324,6.416666666666667,7.65
Green Bay-Austin Straubel Intl (KGRB),-88.12960052490234,44.48509979248047,6.95,7.65
Central Wisconsin (KCWA),-89.6668014526,44.7775993347,6.783333333333333,7.616666666666667
Springfield (KSGF),-93.38860321,37.24570084,6.45,7.616666666666667
Milwaukee Mitchell Intl Airport (KMKE),-87.89659881591797,42.94720077514648,7.15,7.583333333333333
Des Moines Intl (KDSM),-93.66310119628906,41.53400039672852,6.666666666666667,7.566666666666666
Boston Logan Intl (KBOS),-71.00520325,42.36429977,6.166666666666667,7.55
Orlando Intl (KMCO),-81.30899810791016,28.429399490356445,6.333333333333333,7.516666666666667
Des Moines Intl (KDSM),-93.66310119628906,41.53400039672852,6.616666666666667,7.5
Minneapolis/St Paul Intl (KMSP),-93.221802,44.882,6.5,7.45
Wichita Eisenhower (KICT),-97.433098,37.649899,5.933333333333334,7.433333333333334
Eppley Airfield (KOMA),-95.89409599999999,41.3032,6.266666666666667,7.433333333333334
Abraham Lincoln Capital (KSPI),-89.67790222,39.84410095,6.683333333333334,7.416666666666667
Blue Grass (KLEX),-84.60590362548828,38.0364990234375,7.5,7.4
Columbia Rgnl (KCOU),-92.219597,38.8181,6.466666666666667,7.366666666666666
Gerald R Ford Intl (KGRR),-85.52279663,42.88079834,7.866666666666667,7.35
Louisville Muhammad Ali Intl (KSDF),-85.736,38.1744,7.483333333333333,7.333333333333333
Rochester Intl (KRST),-92.5,43.90829849243164,6.433333333333334,7.316666666666666
Baltimore/Washington Intl (KBWI),-76.668297,39.1754,6.666666666666667,7.3
Duluth Intl (KDLH),-92.19360351559999,46.8420982361,6.116666666666666,7.3
LaGuardia (KLGA),-73.87259674,40.77719879,6.45,7.266666666666667
Detroit Metro Wayne Co (KDTW),-83.35340118408203,42.212398529052734,7.5,7.25
Dallas-Fort Worth Intl (KDFW),-97.038002,32.896801,5.3,7.233333333333333
La Crosse Rgnl (KLSE),-91.256699,43.879002,6.366666666666666,7.216666666666667
Wichita Eisenhower (KICT),-97.433098,37.649899,5.766666666666667,7.2
Indianapolis Intl (KIND),-86.294403,39.7173,7.566666666666666,7.183333333333334
Gerald R Ford Intl (KGRR),-85.52279663,42.88079834,7.716666666666667,7.166666666666667
Akron-Canton Rgnl (KCAK),-81.44219970703125,40.916099548339844,7.216666666666667,7.15
Los Angeles Intl (KLAX),-118.40799709999999,33.94250107,1.4666666666666668,7.133333333333334
Chippewa Valley Rgnl (KEAU),-91.48429870605469,44.86579895019531,6.283333333333333,7.116666666666666
Hector Intl (KFAR),-96.81580352783205,46.92070007324219,5.616666666666667,7.116666666666666
Columbia Rgnl (KCOU),-92.219597,38.8181,6.183333333333334,7.116666666666666
Green Bay-Austin Straubel Intl (KGRB),-88.12960052490234,44.48509979248047,6.4,7.1
Manhattan Rgnl (KMHK),-96.6707992553711,39.14099884033203,5.75,7.083333333333333
Dane Co Rgnl (KMSN),-89.3375015258789,43.13990020751953,6.533333333333333,7.083333333333333
LaGuardia (KLGA),-73.87259674,40.77719879,6.116666666666666,7.066666666666666
Sioux Gateway (KSUX),-96.384399,42.402599,5.8,7.05
John Glenn Columbus Intl Airport (KCMH),-82.891899,39.998001,7.216666666666667,7.05
Univ of IL - Willard (KCMI),-88.27809906,40.03919983,6.35,7.05
Seattle-Tacoma Intl (KSEA),-122.308998,47.449001,1.7333333333333334,7.033333333333333
Rickenbacker Intl (KLCK),-82.927803,39.813801,7.133333333333334,7.016666666666667
Pittsburgh Intl (KPIT),-80.23290253,40.49150085,6.933333333333334,7.016666666666667
Quad City Intl (KMLI),-90.50749969482422,41.44850158691406,6.333333333333333,7.0
Northwest Arkansas Rgnl (KXNA),-94.30680100000001,36.281898,5.616666666666667,7.0
Detroit Metro Wayne Co (KDTW),-83.35340118408203,42.212398529052734,7.183333333333334,6.983333333333333
Indira Gandhi Int'l (DEL / VIDP),77.103104,28.5665,2.966666666666667,6.983333333333333
Milwaukee Mitchell Intl Airport (KMKE),-87.89659881591797,42.94720077514648,6.516666666666667,6.966666666666667
General Downing - Peoria Intl (KPIA),-89.6932983398,40.664199829100006,6.316666666666666,6.95
McGhee Tyson (KTYS),-83.99400329999999,35.81100082,6.7,6.95
Capital Region Intl (KLAN),-84.58740234375,42.77870178222656,7.333333333333333,6.933333333333334
Memphis Intl (KMEM),-89.97669982910156,35.04240036010742,5.616666666666667,6.933333333333334
Dubuque Rgnl (KDBQ),-90.70950317,42.40200043,6.266666666666667,6.916666666666667
Reagan National (KDCA),-77.037697,38.8521,6.316666666666666,6.883333333333333
The Eastern Iowa (KCID),-91.71080017089844,41.88470077514648,6.133333333333334,6.883333333333333
Philadelphia Intl (KPHL),-75.24109649658203,39.87189865112305,6.133333333333334,6.866666666666667
Memphis Intl (KMEM),-89.97669982910156,35.04240036010742,5.466666666666667,6.866666666666667
Toronto Pearson Int'l (CYYZ),-79.63059997559999,43.6772003174,6.6,6.85
Bishop Intl (KFNT),-83.74359893798828,42.96540069580078,7.116666666666666,6.833333333333333
Blue Grass (KLEX),-84.60590362548828,38.0364990234375,6.866666666666667,6.816666666666666
Newark Liberty Intl (KEWR),-74.168701171875,40.69250106811523,5.9,6.783333333333333
St Louis Lambert Intl (KSTL),-90.370003,38.748697,5.95,6.783333333333333
Capital Region Intl (KLAN),-84.58740234375,42.77870178222656,7.15,6.766666666666667
Kalamazoo/Battle Creek Intl (KAZO),-85.5521011352539,42.234901428222656,7.233333333333333,6.733333333333333
Cent II Rgnl (KBMI),-88.91590118,40.47710037,6.2,6.733333333333333
Green Bay-Austin Straubel Intl (KGRB),-88.12960052490234,44.48509979248047,6.033333333333333,6.716666666666667
Cleveland-Hopkins Intl (KCLE),-81.8498001099,41.411701202399996,6.633333333333333,6.7
Quad City Intl (KMLI),-90.50749969482422,41.44850158691406,6.083333333333333,6.683333333333334
Milwaukee Mitchell Intl Airport (KMKE),-87.89659881591797,42.94720077514648,6.25,6.666666666666667
Appleton Intl (KATW),-88.51909637450001,44.258098602299995,6.016666666666667,6.65
James M Cox Dayton Intl (KDAY),-84.21939849853516,39.90240097045898,6.9,6.633333333333333
Cherry Capital (KTVC),-85.58219909667969,44.74140167236328,6.933333333333334,6.616666666666667
Cincinnati/Northern Kentucky International Airport (KCVG),-84.6678009033,39.0488014221,6.85,6.6
Rochester Intl (KRST),-92.5,43.90829849243164,5.75,6.583333333333333
Tokyo Int'l (Haneda) (HND / RJTT),139.779999,35.552299,10.75,6.566666666666666
Kalamazoo/Battle Creek Intl (KAZO),-85.5521011352539,42.234901428222656,7.05,6.533333333333333
Hartsfield-Jackson Intl (KATL),-84.428101,33.6367,6.133333333333334,6.533333333333333
Gogebic-Iron County (KIWD),-90.13140106200001,46.52750015260001,4.633333333333333,6.5
Reagan National (KDCA),-77.037697,38.8521,5.9,6.5
MBS Intl (KMBS),-84.07959747314453,43.532901763916016,6.816666666666666,6.483333333333333
Indianapolis Intl (KIND),-86.294403,39.7173,6.833333333333333,6.466666666666667
Erie Intl/Tom Ridge Field (KERI),-80.1738667488,42.0831270134,6.366666666666666,6.45
Dublin Int'l (DUB / EIDW),-6.27007,53.421299,4.65,6.416666666666667
The Eastern Iowa (KCID),-91.71080017089844,41.88470077514648,5.7,6.4
Gogebic-Iron County (KIWD),-90.13140106200001,46.52750015260001,4.65,6.366666666666666
General Downing - Peoria Intl (KPIA),-89.6932983398,40.664199829100006,5.816666666666666,6.333333333333333
Appleton Intl (KATW),-88.51909637450001,44.258098602299995,5.683333333333334,6.316666666666666
Bishop Intl (KFNT),-83.74359893798828,42.96540069580078,6.616666666666667,6.283333333333333
Cincinnati/Northern Kentucky International Airport (KCVG),-84.6678009033,39.0488014221,6.533333333333333,6.283333333333333
Toledo Express (KTOL),-83.80780029,41.58679962,6.566666666666666,6.25
Gerald R Ford Intl (KGRR),-85.52279663,42.88079834,6.8,6.25
John Glenn Columbus Intl Airport (KCMH),-82.891899,39.998001,6.4,6.216666666666667
Fort Wayne Intl (KFWA),-85.19509888,40.97850037,6.666666666666667,6.166666666666667
Houghton County Memorial (KCMX),-88.48909759521484,47.16839981079102,6.2,6.15
Dane Co Rgnl (KMSN),-89.3375015258789,43.13990020751953,5.666666666666667,6.116666666666666
Gerald R Ford Intl (KGRR),-85.52279663,42.88079834,6.616666666666667,6.083333333333333
Indianapolis Intl (KIND),-86.294403,39.7173,6.433333333333334,6.016666666666667
McCarran Intl (KLAS),-115.15200039999999,36.08010101,0.95,5.983333333333333
McCarran Intl (KLAS),-115.15200039999999,36.08010101,0.85,5.883333333333333
McCarran Intl (KLAS),-115.15200039999999,36.08010101,0.85,5.883333333333333
Louisville Muhammad Ali Intl (KSDF),-85.736,38.1744,6.1,5.85
Detroit Metro Wayne Co (KDTW),-83.35340118408203,42.212398529052734,6.1,5.833333333333333
San Francisco Intl (KSFO),-122.375,37.61899948120117,0.13333333333333333,5.8
South Bend Intl (KSBN),-86.31729888916016,41.70869827270508,6.45,5.766666666666667
Seattle-Tacoma Intl (KSEA),-122.308998,47.449001,0.5833333333333334,5.75
Cherry Capital (KTVC),-85.58219909667969,44.74140167236328,5.966666666666667,5.733333333333333
Los Angeles Intl (KLAX),-118.40799709999999,33.94250107,0.1,5.7
McCarran Intl (KLAS),-115.15200039999999,36.08010101,0.36666666666666664,5.666666666666667
Los Angeles Intl (KLAX),-118.40799709999999,33.94250107,0.03333333333333333,5.65
Indianapolis Intl (KIND),-86.294403,39.7173,5.95,5.616666666666667
São Paulo-Guarulhos Int'l (GRU / SBGR),-46.47305679321289,-23.435556411743164,22.5,5.566666666666666
Mahlon Sweet Field (KEUG),-123.21199798583984,44.12459945678711,23.9,5.4
Daniel K Inouye Intl (PHNL),-157.924228,21.32062,18.066666666666666,5.333333333333333
McCarran Intl (KLAS),-115.15200039999999,36.08010101,0.26666666666666666,5.25
Fresno Yosemite Intl (KFAT),-119.71800231933594,36.77619934082031,23.766666666666666,5.183333333333334
San Francisco Intl (KSFO),-122.375,37.61899948120117,23.516666666666666,5.116666666666666
Kahului (OGG / PHOG),-156.429993,20.8986,17.533333333333335,5.066666666666666
Reno/Tahoe Intl (KRNO),-119.76799774169922,39.49909973144531,23.583333333333332,4.916666666666667
Los Angeles Intl (KLAX),-118.40799709999999,33.94250107,23.316666666666666,4.833333333333333
Seattle-Tacoma Intl (KSEA),-122.308998,47.449001,23.583333333333332,4.783333333333333
Memphis Intl (KMEM),-89.97669982910156,35.04240036010742,3.6,4.716666666666667
Daniel K Inouye Intl (PHNL),-157.924228,21.32062,17.183333333333334,4.6
Piedmont Triad Intl (KGSO),-79.93730163574219,36.097801208496094,4.25,4.566666666666666
Fort Worth Alliance (KAFW),-97.3188018799,32.9875984192,2.85,4.516666666666667
San Jose Int'l (KSJC),-121.929001,37.362598,22.766666666666666,4.433333333333334
Spokane Intl (KGEG),-117.53399658203124,47.61989974975586,23.516666666666666,4.366666666666666
Newark Liberty Intl (KEWR),-74.168701171875,40.69250106811523,3.533333333333333,4.35
Dallas-Fort Worth Intl (KDFW),-97.038002,32.896801,2.5833333333333335,4.316666666666666
Philadelphia Intl (KPHL),-75.24109649658203,39.87189865112305,3.6,4.283333333333333
San Diego Intl (KSAN),-117.190002441,32.7336006165,22.65,4.116666666666666
Louisville Muhammad Ali Intl (KSDF),-85.736,38.1744,4.133333333333334,3.8666666666666667
Dallas-Fort Worth Intl (KDFW),-97.038002,32.896801,1.4833333333333334,3.1666666666666665
Fort Lauderdale Intl (KFLL),-80.152702,26.072599,0.13333333333333333,1.8666666666666667
Joe Foss Field (KFSD),-96.741897583,43.5820007324,0.4666666666666667,1.6333333333333333
Greater Rochester Intl (KROC),-77.67240142822266,43.118900299072266,1.1333333333333333,1.5833333333333335
Denver Intl (KDEN),-104.672996521,39.861698150635,22.666666666666668,1.5166666666666666
Salt Lake City Intl (KSLC),-111.97799682617188,40.78839874267578,21.85,1.4
Seattle-Tacoma Intl (KSEA),-122.308998,47.449001,20.133333333333333,1.3666666666666667
Don Miguel Hidalgo y Costilla Int'l (GDL / MMGL),-103.31099700927734,20.521799087524414,21.583333333333332,1.1166666666666667
Tampa Intl (KTPA),-82.533203125,27.975500106811523,0.03333333333333333,0.9833333333333333
Phoenix Sky Harbor Intl (KPHX),-112.01200103759766,33.43429946899414,21.05,0.9166666666666666
LaGuardia (KLGA),-73.87259674,40.77719879,23.983333333333334,0.8833333333333333
Hartsfield-Jackson Intl (KATL),-84.428101,33.6367,0.6166666666666667,0.8666666666666667
Hartsfield-Jackson Intl (KATL),-84.428101,33.6367,0.5166666666666667,0.8
Denver Intl (KDEN),-104.672996521,39.861698150635,21.866666666666667,0.7666666666666667
Tampa Intl (KTPA),-82.533203125,27.975500106811523,23.766666666666666,0.75
Denver Intl (KDEN),-104.672996521,39.861698150635,21.85,0.7166666666666667
Cleveland-Hopkins Intl (KCLE),-81.8498001099,41.411701202399996,0.48333333333333334,0.7166666666666667
Hartsfield-Jackson Intl (KATL),-84.428101,33.6367,0.36666666666666664,0.6333333333333333
Chicago O'Hare Intl (KORD),-87.9048,41.9786,0.43333333333333335,0.5333333333333333
Los Angeles Intl (KLAX),-118.40799709999999,33.94250107,18.883333333333333,0.45
Newark Liberty Intl (KEWR),-74.168701171875,40.69250106811523,23.533333333333335,0.45
LaGuardia (KLGA),-73.87259674,40.77719879,23.333333333333332,0.4166666666666667
Newark Liberty Intl (KEWR),-74.168701171875,40.69250106811523,23.5,0.38333333333333336
McCarran Intl (KLAS),-115.15200039999999,36.08010101,19.216666666666665,0.35
Lic. Benito Juarez Int'l (MEX / MMMX),-99.072098,19.4363,20.85,0.11666666666666667
San Francisco Intl (KSFO),-122.375,37.61899948120117,18.283333333333335,23.9
Philadelphia Intl (KPHL),-75.24109649658203,39.87189865112305,23.1,23.816666666666666
Miami Intl (KMIA),-80.29060363769531,25.79319953918457,21.85,23.75
Don Miguel Hidalgo y Costilla Int'l (GDL / MMGL),-103.31099700927734,20.521799087524414,20.2,23.7
Fort Lauderdale Intl (KFLL),-80.152702,26.072599,21.95,23.666666666666668
LaGuardia (KLGA),-73.87259674,40.77719879,22.7,23.633333333333333
Southwest Florida Intl (KRSW),-81.75520324707031,26.53619956970215,21.783333333333335,23.55
Boston Logan Intl (KBOS),-71.00520325,42.36429977,21.95,23.533333333333335
Seattle-Tacoma Intl (KSEA),-122.308998,47.449001,18.266666666666666,23.5
Washington Dulles Intl (KIAD),-77.45580292,38.94449997,23.033333333333335,23.466666666666665
Phoenix Sky Harbor Intl (KPHX),-112.01200103759766,33.43429946899414,19.4,23.383333333333333
Rickenbacker Intl (KLCK),-82.927803,39.813801,23.416666666666668,23.35
LaGuardia (KLGA),-73.87259674,40.77719879,22.333333333333332,23.316666666666666
Toronto Pearson Int'l (CYYZ),-79.63059997559999,43.6772003174,22.916666666666668,23.3
John F Kennedy Intl (KJFK),-73.77890015,40.63980103,22.0,23.1
Miami Intl (KMIA),-80.29060363769531,25.79319953918457,20.966666666666665,23.05
MBS Intl (KMBS),-84.07959747314453,43.532901763916016,23.25,23.016666666666666
Southwest Florida Intl (KRSW),-81.75520324707031,26.53619956970215,21.233333333333334,22.983333333333334
LaGuardia (KLGA),-73.87259674,40.77719879,21.933333333333334,22.966666666666665
San Francisco Intl (KSFO),-122.375,37.61899948120117,17.333333333333332,22.933333333333334
Los Angeles Intl (KLAX),-118.40799709999999,33.94250107,17.283333333333335,22.916666666666668
LaGuardia (KLGA),-73.87259674,40.77719879,21.833333333333332,22.866666666666667
Indianapolis Intl (KIND),-86.294403,39.7173,23.2,22.85
Houston Bush Int'ctl (KIAH),-95.34140014648438,29.98439979553223,20.866666666666667,22.816666666666666
Toronto Pearson Int'l (CYYZ),-79.63059997559999,43.6772003174,22.366666666666667,22.783333333333335
Dallas-Fort Worth Intl (KDFW),-97.038002,32.896801,21.066666666666666,22.75
Phoenix Sky Harbor Intl (KPHX),-112.01200103759766,33.43429946899414,18.566666666666666,22.733333333333334
Chicago O'Hare Intl (KORD),-87.9048,41.9786,22.683333333333334,22.716666666666665
Dallas-Fort Worth Intl (KDFW),-97.038002,32.896801,21.0,22.7
Phoenix Sky Harbor Intl (KPHX),-112.01200103759766,33.43429946899414,18.683333333333334,22.666666666666668
New Orleans Intl (KMSY),-90.25800323486328,29.99340057373047,20.7,22.633333333333333
Hartsfield-Jackson Intl (KATL),-84.428101,33.6367,22.183333333333334,22.6
Des Moines Intl (KDSM),-93.66310119628906,41.53400039672852,21.633333333333333,22.583333333333332
Tulsa Intl (KTUL),-95.88809967041016,36.19839859008789,21.183333333333334,22.55
Cincinnati/Northern Kentucky International Airport (KCVG),-84.6678009033,39.0488014221,22.616666666666667,22.533333333333335
Hartsfield-Jackson Intl (KATL),-84.428101,33.6367,22.083333333333332,22.483333333333334
Boston Logan Intl (KBOS),-71.00520325,42.36429977,20.883333333333333,22.466666666666665
Tocumen Int'l (PTY / MPTO),-79.3834991455,9.0713596344,18.566666666666666,22.35
